timestamp;ui32ArduinoTimestamp;f32Value
3230850;544829312;-0.0000
3255911;544854354;-0.0000
3280853;544879404;-0.0000
3300817;544904456;-0.0000
3330887;544928978;-0.0000
3355894;544954016;-0.0000
3380881;544979064;-0.0000
3405824;545004140;-0.0000
3430869;545029256;-0.0000
3460927;545054358;-0.0000
3485884;545079936;-0.0000
3505852;545105214;-0.0000
3530902;545130494;-0.0000
3560897;545155586;-0.0000
3585829;545181960;-0.0000
3610835;545208582;-0.0000
3635898;545233670;-0.0000
3660859;545259292;-0.0000
3685856;545284660;-0.0000
3710939;545309766;-0.0000
3735856;545334856;-0.0000
3760912;545359418;-0.0000
3785851;545384464;-0.0000
3815854;545409530;-0.0000
3840849;545434614;-0.0000
3865933;545459978;-0.0000
3890871;545485346;-0.0000
3920884;545512440;-0.0000
3945841;545539486;-0.0000
3970861;545565548;-0.0000
4000893;545592880;-0.0000
4015892;545619194;-0.0000
4040884;545644238;-0.0000
4070843;545669296;-0.0000
4095915;545694348;-0.0000
4120860;545719656;-0.0000
4145870;545744454;-0.0000
4170901;545769516;-0.0000
4195914;545794602;-0.0000
4220850;545819698;-0.0000
4245851;545844790;-0.0000
4275863;545869354;-0.0000
4295890;545894380;-0.0000
4320843;545919406;-0.0000
4345873;545944442;-0.0000
4370836;545969504;-0.0000
4395925;545994590;-0.0000
4420867;546019678;-0.0000
4445888;546044244;-0.0000
4470890;546069308;-0.0000
4490885;546094340;-0.0000
4520828;546119362;-0.0000
4545846;546144402;-0.0000
4575869;546169194;-0.0000
4595894;546194472;-0.0000
4620858;546219520;-0.0000
4645843;546244626;-0.0000
4670849;546269728;-0.0000
4695857;546294814;-0.0000
4720858;546320394;-0.0000
4745917;546345456;-0.0000
4775854;546370522;-0.0000
4795911;546395594;-0.0000
4825869;546420666;-0.0000
4850844;546445754;-0.0000
4875863;546470584;-0.0000
4905928;546497656;-0.0000
4925854;546524428;-0.0000
4950850;546549446;-0.0000
4975862;546574496;-0.0000
4995926;546599040;-0.0000
5020868;546624128;-0.0000
5050850;546649204;-0.0000
5075847;546674288;-0.0000
5100875;546699616;-0.0000
5125839;546724390;-0.0000
5150850;546749430;-0.0000
5175844;546774496;-0.0000
5200835;546799570;-0.0000
5230870;546824672;-0.0000
5245866;546849236;-0.0000
5270826;546874266;-0.0000
5300863;546899306;-0.0000
5325858;546924360;-0.0000
5350848;546949398;-0.0000
5375918;546974408;-0.0000
5400858;546999428;-0.0000
5425848;547024200;-0.0000
5450847;547049532;-0.0000
5475865;547074632;-0.0000
5500869;547099480;-0.0000
5525864;547124318;-0.0000
5555869;547149370;-0.0000
5585842;547175448;-0.0000
5610849;547201522;-0.0000
5635881;547228344;-0.0000
5655885;547254648;-0.0000
5680902;547279190;-0.0000
5705902;547304258;-0.0000
5725929;547329316;-0.0000
5755862;547354362;-0.0000
5775875;547379390;-0.0000
5805845;547404156;-0.0000
5830863;547429466;-0.0000
5855914;547454564;-0.0000
5880912;547479436;-0.0000
5905844;547504270;-0.0000
5930857;547529326;-0.0000
5955878;547554654;-0.0000
5980850;547579718;-0.0000
6010870;547605276;-0.0000
6040852;547630868;-0.0000
6065873;547657718;-0.0000
6090873;547685060;-0.0000
6115844;547710636;-0.0000
6145840;547737682;-0.0000
6165876;547764454;-0.0000
6190857;547789228;-0.0000
6215895;547814304;-0.0000
6240853;547839388;-0.0000
6265861;547864462;-0.0000
6285886;547889288;-0.0000
6320873;547914604;-0.0000
6340843;547939890;-0.0000
6365872;547964408;-0.0000
6390895;547989426;-0.0000
6415849;548014720;-0.0000
6445844;548040294;-0.0000
6470854;548065894;-0.0000
6495904;548091238;-0.0000
6525857;548118052;-0.0000
6540811;548144312;-0.0000
6570851;548169574;-0.0000
6595935;548194876;-0.0000
6620874;548219430;-0.0000
6645854;548244520;-0.0000
6670872;548269658;-0.0000
6695906;548294516;-0.0000
6720857;548319338;-0.0000
6751149;548344382;-0.0000
6780826;548370444;-0.0000
6805863;548396522;-0.0000
6830863;548423376;-0.0000
6850854;548449718;-0.0000
6875857;548474284;-0.0000
6900838;548499342;-0.0000
6925907;548524400;-0.0000
6950875;548549466;-0.0000
6970850;548574560;-0.0000
7000840;548599418;-0.0000
7025898;548625036;-0.0000
7051272;548650364;-0.0000
7075909;548675402;-0.0000
7100886;548700446;-0.0000
7130937;548725482;-0.0000
7155869;548750798;-0.0000
7175898;548775352;-0.0000
7205874;548800166;-0.0000
7225913;548825246;-0.0000
7250864;548850306;-0.0000
7275928;548875598;-0.0000
7300915;548900386;-0.0000
7325925;548925458;-0.0000
7350871;548950566;-0.0000
7375919;548975682;-0.0000
7400868;549000766;-0.0000
7426236;549025322;-0.0000
7450883;549050378;-0.0000
7475910;549075460;-0.0000
7505851;549100562;-0.0000
7530951;549125926;-0.0000
7560855;549153026;-0.0000
7580856;549180328;-0.0000
7605892;549205358;-0.0000
7635900;549230410;-0.0000
7655855;549255480;-0.0000
7680857;549280568;-0.0000
7705919;549306170;-0.0000
7730899;549331248;-0.0000
7755866;549356310;-0.0000
7780878;549381362;-0.0000
7805875;549406408;-0.0000
7835930;549431500;-0.0000
7865854;549456356;-0.0000
7885905;549481422;-0.0000
7905873;549506200;-0.0000
7930870;549531254;-0.0000
7955900;549556568;-0.0000
7980866;549581366;-0.0000
8005850;549606426;-0.0000
8030888;549631498;-0.0000
8060882;549657840;-0.0000
8090872;549684436;-0.0000
8115874;549709762;-0.0000
8135877;549735302;-0.0000
8160871;549760312;-0.0000
8185878;549785338;-0.0000
8210859;549810368;-0.0000
8235937;549835414;-0.0000
8260858;549861020;-0.0000
8285806;549886114;-0.0000
8315839;549911190;-0.0000
8340868;549936248;-0.0000
8365846;549962796;-0.0000
8390844;549990158;-0.0000
8415856;550015528;-0.0000
8440877;550040646;-0.0000
8466209;550065734;-0.0000
8495860;550090792;-0.0000
8525837;550116084;-0.0000
8551010;550141406;-0.0000
8575946;550168506;-0.0000
8600850;550195618;-0.0000
8625940;550221222;-0.0000
8655902;550248288;-0.0000
8675974;550274784;-0.0000
8695899;550299536;-0.0000
8725879;550324564;-0.0000
8750912;550349610;-0.0000
8775908;550375202;-0.0000
8800886;550400538;-0.0000
8826391;550425628;-0.0000
8851215;550450714;-0.0000
8875996;550475788;-0.0000
8905926;550501388;-0.0000
8930911;550526484;-0.0000
8955906;550551592;-0.0000
8980925;550576694;-0.0000
9010861;550603270;-0.0000
9030903;550630294;-0.0000
9055885;550655304;-0.0000
9080843;550680352;-0.0000
9110910;550705408;-0.0000
9135837;550730482;-0.0000
9155920;550755562;-0.0000
9180869;550780110;-0.0000
9205845;550805168;-0.0000
9230853;550830218;-0.0000
9255852;550855520;-0.0000
9281081;550880826;-0.0000
9305927;550905386;-0.0000
9330897;550930482;-0.0000
9360968;550955590;-0.0000
9385976;550980666;-0.0000
9410870;551005972;-0.0000
9435850;551031282;-0.0000
9465885;551058596;-0.0000
9485912;551085356;-0.0000
9510858;551110392;-0.0000
9535851;551135474;-0.0000
9560847;551160050;-0.0000
9585890;551185130;-0.0000
9610835;551210200;-0.0000
9636106;551235250;-0.0000
9660915;551260284;-0.0000
9685993;551285580;-0.0000
9710898;551310910;-0.0000
9735930;551335476;-0.0000
9765908;551360326;-0.0000
9790908;551385416;-0.0000
9815877;551410724;-0.0000
9840911;551436024;-0.0000
9865912;551461348;-0.0000
9895962;551488446;-0.0000
9920885;551515560;-0.0000
9945884;551541674;-0.0000
9980831;551568986;-0.0000
9995880;551595232;-0.0000
10020833;551620240;-0.0000
10045865;551645546;-0.0000
10070891;551670866;-0.0000
10095890;551696214;-0.0000
10120885;551721066;-0.0000
10145858;551746168;-0.0000
10170897;551771496;-0.0000
10200860;551796564;-0.0000
10225883;551821398;-0.0000
10245858;551845990;-0.0000
10275870;551871098;-0.0000
10300890;551896688;-0.0000
10330855;551923742;-0.0000
10355836;551950794;-0.0000
10380872;551976358;-0.0000
10410875;552003728;-0.0000
10435919;552030560;-0.0000
10455922;552055096;-0.0000
10480882;552080142;-0.0000
10505854;552105164;-0.0000
10530879;552130200;-0.0000
10556351;552155500;-0.0000
10580877;552180810;-0.0000
10605856;552205650;-0.0000
10630873;552230248;-0.0000
10656009;552255366;-0.0000
10680858;552280208;-0.0000
10705836;552305264;-0.0000
10730891;552330348;-0.0000
10760852;552355464;-0.0000
10780873;552381068;-0.0000
10805842;552406120;-0.0000
10830890;552431440;-0.0000
10855875;552456752;-0.0000
10885865;552481302;-0.0000
10910858;552506372;-0.0000
10935897;552531480;-0.0000
10960838;552556596;-0.0000
10985843;552581686;-0.0000
11010894;552606998;-0.0000
11040894;552634070;-0.0000
11060861;552660378;-0.0000
11085863;552685478;-0.0000
11110839;552710600;-0.0000
11140885;552735696;-0.0000
11160886;552760756;-0.0000
11185829;552785336;-0.0000
11210825;552810436;-0.0000
11235899;552835554;-0.0000
11260861;552860662;-0.0000
11285853;552885736;-0.0000
11310890;552910532;-0.0000
11341086;552936100;-0.0000
11370891;552961690;-0.0000
11400834;552988796;-0.0000
11415884;553015610;-0.0000
11440912;553040388;-0.0000
11465951;553065438;-0.0000
11490890;553090482;-0.0000
11515859;553115536;-0.0000
11540950;553140354;-0.0000
11565871;553165190;-0.0000
11590842;553190276;-0.0000
11615872;553215354;-0.0000
11640892;553240672;-0.0000
11665914;553265722;-0.0000
11690844;553290794;-0.0000
11715838;553315646;-0.0000
11740880;553340274;-0.0000
11770865;553365630;-0.0000
11795830;553390676;-0.0000
11820867;553415708;-0.0000
11840882;553440790;-0.0000
11865860;553465396;-0.0000
11890851;553490496;-0.0000
11915876;553515594;-0.0000
11940860;553540668;-0.0000
11965849;553565720;-0.0000
11990856;553590808;-0.0000
12015866;553616422;-0.0000
12045854;553641538;-0.0000
12075839;553666630;-0.0000
12100850;553691948;-0.0000
12125896;553719006;-0.0000
12145922;553746294;-0.0000
12170843;553771348;-0.0000
12195864;553796454;-0.0000
12220893;553821530;-0.0000
12245836;553846578;-0.0000
12275894;553872134;-0.0000
12300848;553897172;-0.0000
12326158;553922210;-0.0000
12350882;553947256;-0.0000
12375888;553972322;-0.0000
12395824;553997422;-0.0000
12420840;554022028;-0.0000
12450847;554047130;-0.0000
12475892;554072190;-0.0000
12510852;554098984;-0.0000
12525863;554125784;-0.0000
12550854;554150604;-0.0000
12580877;554176216;-0.0000
12600921;554201542;-0.0000
12625895;554226604;-0.0000
12650838;554251648;-0.0000
12675852;554276168;-0.0000
12700874;554301198;-0.0000
12730875;554326240;-0.0000
12756154;554351288;-0.0000
12775916;554376352;-0.0000
12805872;554401186;-0.0000
12830883;554426264;-0.0000
12850850;554451300;-0.0000
12875875;554476592;-0.0000
12900854;554501642;-0.0000
12930911;554526688;-0.0000
12955999;554551746;-0.0000
12975931;554576340;-0.0000
13000873;554601456;-0.0000
13026019;554626558;-0.0000
13050840;554651650;-0.0000
13075929;554676726;-0.0000
13100846;554701278;-0.0000
13130867;554726350;-0.0000
13160852;554751452;-0.0000
13180850;554776524;-0.0000
13200858;554801560;-0.0000
13225852;554826604;-0.0000
13250861;554851654;-0.0000
13275869;554876172;-0.0000
13301102;554901198;-0.0000
13330912;554926270;-0.0000
13355860;554951338;-0.0000
13380923;554976418;-0.0000
13405877;555001248;-0.0000
13430876;555026324;-0.0000
13450854;555051380;-0.0000
13475906;555076688;-0.0000
13500881;555101772;-0.0000
13525869;555126622;-0.0000
13555896;555151978;-0.0000
13580906;555177308;-0.0000
13605959;555202632;-0.0000
13630928;555227678;-0.0000
13656023;555253998;-0.0000
13681354;555281104;-0.0000
13705883;555306452;-0.0000
13730850;555331530;-0.0000
13760880;555356580;-0.0000
13785861;555381618;-0.0000
13815848;555406640;-0.0000
13830860;555431156;-0.0000
13855865;555456196;-0.0000
13880894;555481286;-0.0000
13905864;555506378;-0.0000
13930846;555531724;-0.0000
13955844;555556272;-0.0000
13980838;555581060;-0.0000
14010857;555606372;-0.0000
14035873;555631672;-0.0000
14060853;555656988;-0.0000
14086352;555682070;-0.0000
14105972;555707400;-0.0000
14135876;555732496;-0.0000
14160835;555757832;-0.0000
14190887;555784912;-0.0000
14210876;555811194;-0.0000
14240915;555836240;-0.0000
14265851;555861342;-0.0000
14290875;555886450;-0.0000
14310906;555911784;-0.0000
14335891;555936834;-0.0000
14360837;555962138;-0.0000
14385898;555987160;-0.0000
14410872;556012176;-0.0000
14435894;556037234;-0.0000
14470840;556062310;-0.0000
14495897;556087678;-0.0000
14515856;556112488;-0.0000
14540892;556137526;-0.0000
14565863;556162602;-0.0000
14590903;556187706;-0.0000
14610861;556212570;-0.0000
14635881;556236918;-0.0000
14660849;556262024;-0.0000
14685849;556287106;-0.0000
14715863;556312166;-0.0000
14740892;556337256;-0.0000
14765880;556362356;-0.0000
14790857;556387460;-0.0000
14815897;556412036;-0.0000
14840881;556437102;-0.0000
14865854;556462680;-0.0000
14895849;556489762;-0.0000
14920866;556517130;-0.0000
14950883;556542754;-0.0000
14980884;556569592;-0.0000
15005835;556596656;-0.0000
15030935;556622230;-0.0000
15055928;556649600;-0.0000
15075872;556676438;-0.0000
15100864;556701478;-0.0000
15125895;556726520;-0.0000
15155857;556751038;-0.0000
15180905;556776056;-0.0000
15200812;556801368;-0.0000
15225890;556826702;-0.0000
15250881;556851542;-0.0000
15275873;556876138;-0.0000
15300847;556901474;-0.0000
15325873;556926534;-0.0000
15355871;556951588;-0.0000
15385855;556976872;-0.0000
15410840;557002678;-0.0000
15440890;557029982;-0.0000
15455855;557056276;-0.0000
15480860;557081336;-0.0000
15505852;557106404;-0.0000
15530910;557131450;-0.0000
15555891;557156994;-0.0000
15580835;557182048;-0.0000
15610881;557207386;-0.0000
15635890;557232708;-0.0000
15660910;557257782;-0.0000
15685891;557282878;-0.0000
15710884;557307464;-0.0000
15735909;557332542;-0.0000
15760877;557357842;-0.0000
15790913;557384638;-0.0000
15815837;557411698;-0.0000
15840889;557437276;-0.0000
15875891;557464640;-0.0000
15895913;557491452;-0.0000
15915888;557516216;-0.0000
15940929;557541248;-0.0000
15965845;557566298;-0.0000
15990883;557591606;-0.0000
16015828;557616678;-0.0000
16040883;557641792;-0.0000
16065881;557666640;-0.0000
16095985;557691216;-0.0000
16120847;557716542;-0.0000
16145844;557741600;-0.0000
16170872;557766698;-0.0000
16195886;557792074;-0.0000
16215839;557817172;-0.0000
16240885;557842494;-0.0000
16265883;557867552;-0.0000
16291202;557892626;-0.0000
16320887;557917736;-0.0000
16345863;557942630;-0.0000
16370897;557967990;-0.0000
16395912;557993304;-0.0000
16420844;558019856;-0.0000
16445892;558046426;-0.0000
16475844;558071510;-0.0000
16505925;558097380;-0.0000
16530904;558123486;-0.0000
16560905;558150294;-0.0000
16575936;558176532;-0.0000
16600857;558201282;-0.0000
16626041;558226320;-0.0000
16650848;558251390;-0.0000
16675971;558276482;-0.0000
16705891;558301308;-0.0000
16730868;558326384;-0.0000
16755848;558351968;-0.0000
16780888;558377298;-0.0000
16805896;558402392;-0.0000
16825831;558427228;-0.0000
16855833;558452336;-0.0000
16880898;558477944;-0.0000
16900944;558503244;-0.0000
16930955;558529782;-0.0000
16960843;558556382;-0.0000
16985886;558581752;-0.0000
17010816;558606854;-0.0000
17030870;558631428;-0.0000
17055846;558656506;-0.0000
17080889;558681592;-0.0000
17105865;558706694;-0.0000
17131211;558731802;-0.0000
17155866;558756384;-0.0000
17185938;558781452;-0.0000
17210947;558806756;-0.0000
17240965;558832322;-0.0000
17265908;558857894;-0.0000
17291003;558883222;-0.0000
17315909;558910320;-0.0000
17340914;558937414;-0.0000
17375889;558964750;-0.0000
17395915;558992026;-0.0000
17420886;559017290;-0.0000
17445828;559042602;-0.0000
17470879;559067692;-0.0000
17490867;559092554;-0.0000
17515918;559117400;-0.0000
17540950;559142218;-0.0000
17565848;559167548;-0.0000
17595854;559192606;-0.0000
17625950;559217676;-0.0000
17650886;559243040;-0.0000
17675867;559268418;-0.0000
17700888;559295508;-0.0000
17725903;559322586;-0.0000
17755902;559349956;-0.0000
17775876;559377326;-0.0000
17805901;559402412;-0.0000
17830902;559427500;-0.0000
17855906;559452582;-0.0000
17880905;559477688;-0.0000
17905920;559502810;-0.0000
17925900;559527398;-0.0000
17951199;559552458;-0.0000
17975848;559577506;-0.0000
18005902;559602564;-0.0000
18035901;559627618;-0.0000
18060877;559652398;-0.0000
18080872;559677424;-0.0000
18100904;559702218;-0.0000
18125864;559727294;-0.0000
18150886;559752354;-0.0000
18175863;559776888;-0.0000
18200874;559802190;-0.0000
18225856;559827492;-0.0000
18255890;559852554;-0.0000
18280883;559877626;-0.0000
18305835;559902704;-0.0000
18330853;559927806;-0.0000
18355847;559952378;-0.0000
18375865;559977424;-0.0000
18400883;560002464;-0.0000
18425908;560027514;-0.0000
18450872;560052590;-0.0000
18480841;560077180;-0.0000
18505844;560102290;-0.0000
18530841;560127376;-0.0000
18555934;560152416;-0.0000
18580864;560177448;-0.0000
18605834;560202480;-0.0000
18625827;560227520;-0.0000
18651392;560252066;-0.0000
18685904;560277138;-0.0000
18705904;560302232;-0.0000
18730877;560327316;-0.0000
18755904;560352396;-0.0000
18775911;560376946;-0.0000
18805882;560402242;-0.0000
18825922;560427558;-0.0000
18850954;560452410;-0.0000
18875912;560477294;-0.0000
18905879;560502396;-0.0000
18930878;560528206;-0.0000
18960939;560553480;-0.0000
18985941;560578772;-0.0000
19010844;560605840;-0.0000
19030849;560632122;-0.0000
19056013;560657196;-0.0000
19080851;560682292;-0.0000
19105874;560707358;-0.0000
19135955;560732410;-0.0000
19160935;560757454;-0.0000
19185851;560782482;-0.0000
19205839;560807022;-0.0000
19235854;560832088;-0.0000
19260889;560857184;-0.0000
19285875;560882298;-0.0000
19305841;560907380;-0.0000
19330859;560932170;-0.0000
19360922;560957506;-0.0000
19385867;560982582;-0.0000
19410961;561007428;-0.0000
19436019;561032528;-0.0000
19455990;561057360;-0.0000
19480859;561082434;-0.0000
19505836;561107482;-0.0000
19530846;561132548;-0.0000
19555901;561157620;-0.0000
19585860;561182734;-0.0000
19615889;561207848;-0.0000
19635854;561232388;-0.0000
19661466;561257418;-0.0000
19681069;561282448;-0.0000
19705869;561307496;-0.0000
19730869;561332538;-0.0000
19755914;561357606;-0.0000
19780939;561383200;-0.0000
19810870;561408276;-0.0000
19835907;561433336;-0.0000
19860851;561458388;-0.0000
19890894;561483436;-0.0000
19916316;561510464;-0.0000
19941145;561537512;-0.0000
19965870;561563582;-0.0000
20000882;561590922;-0.0000
20020825;561617236;-0.0000
20045829;561642290;-0.0000
20070890;561667340;-0.0000
20095906;561692374;-0.0000
20115858;561717396;-0.0000
20140854;561742188;-0.0000
20165899;561767278;-0.0000
20190890;561792120;-0.0000
20215829;561817222;-0.0000
20245836;561842326;-0.0000
20270881;561867416;-0.0000
20295865;561893232;-0.0000
20325977;561918540;-0.0000
20350851;561943874;-0.0000
20375899;561970988;-0.0000
20395880;561997306;-0.0000
20420870;562022348;-0.0000
20450844;562047406;-0.0000
20475985;562072464;-0.0000
20500864;562097520;-0.0000
20525865;562122610;-0.0000
20550970;562147718;-0.0000
20570861;562172306;-0.0000
20595880;562197374;-0.0000
20625856;562222412;-0.0000
20650865;562247458;-0.0000
20670868;562272460;-0.0000
20700896;562297206;-0.0000
20725862;562322514;-0.0000
20750909;562347350;-0.0000
20775865;562372464;-0.0000
20800890;562397550;-0.0000
20825837;562422614;-0.0000
20850882;562448442;-0.0000
20870871;562473504;-0.0000
20895874;562498596;-0.0000
20925898;562523702;-0.0000
20950955;562548802;-0.0000
20975879;562573880;-0.0000
21005960;562598404;-0.0000
21030878;562623706;-0.0000
21055936;562649524;-0.0000
21080924;562676318;-0.0000
21100940;562702600;-0.0000
21130892;562727144;-0.0000
21155961;562752480;-0.0000
21180944;562777534;-0.0000
21205904;562802320;-0.0000
21231009;562827614;-0.0000
21250934;562852404;-0.0000
21275963;562877742;-0.0000
21300898;562903346;-0.0000
21325851;562928696;-0.0000
21355877;562953776;-0.0000
21385881;562978320;-0.0000
21410906;563003636;-0.0000
21435900;563029480;-0.0000
21465868;563056308;-0.0000
21480904;563082614;-0.0000
21505878;563107184;-0.0000
21530957;563132528;-0.0000
21560882;563158098;-0.0000
21585932;563183396;-0.0000
21611263;563208422;-0.0000
21635876;563232954;-0.0000
21660899;563257996;-0.0000
21680873;563283066;-0.0000
21705900;563308158;-0.0000
21735905;563333246;-0.0000
21760927;563358566;-0.0000
21785968;563383874;-0.0000
21815945;563408390;-0.0000
21841240;563433670;-0.0000
21865922;563459488;-0.0000
21890863;563486310;-0.0000
21910854;563512612;-0.0000
21941271;563537408;-0.0000
21965900;563562460;-0.0000
21990886;563587506;-0.0000
22011092;563612552;-0.0000
22035898;563637846;-0.0000
22060898;563663156;-0.0000
22085875;563688470;-0.0000
22115809;563713546;-0.0000
22140869;563738636;-0.0000
22165883;563763740;-0.0000
22195873;563788304;-0.0000
22215829;563813330;-0.0000
22240884;563838336;-0.0000
22265850;563863378;-0.0000
22285851;563888402;-0.0000
22310869;563913440;-0.0000
22335878;563938506;-0.0000
22365853;563963064;-0.0000
22390891;563988128;-0.0000
22415842;564013210;-0.0000
22445863;564038298;-0.0000
22465899;564063350;-0.0000
22490847;564088150;-0.0000
22515877;564113244;-0.0000
22535921;564138090;-0.0000
22560847;564163182;-0.0000
22591130;564188508;-0.0000
22615882;564213816;-0.0000
22640923;564238864;-0.0000
22665860;564263404;-0.0000
22695851;564288492;-0.0000
22720862;564313834;-0.0000
22746131;564340946;-0.0000
22765855;564368290;-0.0000
22795864;564393334;-0.0000
22820892;564418384;-0.0000
22845884;564443400;-0.0000
22871042;564468434;-0.0000
22895900;564493498;-0.0000
22916040;564518060;-0.0000
22940858;564543136;-0.0000
22970928;564568220;-0.0000
22995863;564593282;-0.0000
23025835;564618574;-0.0000
23050847;564643596;-0.0000
23075869;564669418;-0.0000
23105830;564696788;-0.0000
23125864;564723640;-0.0000
23145848;564748724;-0.0000
23171032;564773276;-0.0000
23195885;564798332;-0.0000
23226012;564823370;-0.0000
23250910;564848394;-0.0000
23276044;564873408;-0.0000
23300999;564897930;-0.0000
23325878;564922996;-0.0000
23345839;564948096;-0.0000
23370939;564973194;-0.0000
23400955;564998278;-0.0000
23425927;565023590;-0.0000
23455896;565048902;-0.0000
23480912;565073688;-0.0000
23505917;565099518;-0.0000
23535912;565126632;-0.0000
23560995;565153224;-0.0000
23585864;565179308;-0.0000
23615847;565206604;-0.0000
23635880;565233366;-0.0000
23660865;565258374;-0.0000
23685842;565283438;-0.0000
23710837;565309052;-0.0000
23735917;565334164;-0.0000
23760879;565359250;-0.0000
23785848;565384324;-0.0000
23805845;565408882;-0.0000
23830900;565433980;-0.0000
23861168;565459098;-0.0000
23885867;565484198;-0.0000
23910818;565509280;-0.0000
23940887;565534348;-0.0000
23965829;565559400;-0.0000
23985834;565584188;-0.0000
24010907;565609506;-0.0000
24035898;565634616;-0.0000
24060874;565659470;-0.0000
24085857;565684564;-0.0000
24110875;565709370;-0.0000
24135877;565734444;-0.0000
24160835;565759510;-0.0000
24185876;565784614;-0.0000
24216249;565809728;-0.0000
24245982;565836300;-0.0000
24265862;565863344;-0.0000
24290892;565888368;-0.0000
24315897;565913458;-0.0000
24340906;565938564;-0.0000
24365898;565963654;-0.0000
24390902;565989254;-0.0000
24415941;566014312;-0.0000
24440903;566039350;-0.0000
24465895;566064376;-0.0000
24490837;566089418;-0.0000
24515886;566114474;-0.0000
24540861;566139038;-0.0000
24565890;566164128;-0.0000
24590830;566189216;-0.0000
24621339;566214284;-0.0000
24646102;566239828;-0.0000
24670849;566265384;-0.0000
24700858;566291930;-0.0000
24725950;566318510;-0.0000
24750894;566344666;-0.0000
24780883;566372022;-0.0000
24800850;566398262;-0.0000
24825909;566423520;-0.0000
